Date,Open,High,Low,Close,AdjClose,Volume
1/9/2013,18.660713,18.750357,18.428213,18.467857,15.773718,407604400
1/10/2013,18.876785,18.882856,18.411428,18.696787,15.969258,601146000
1/11/2013,18.607143,18.761429,18.536428,18.582144,15.871339,350506800
1/14/2013,17.952856,18.125,17.803928,17.919643,15.30549,734207600
1/15/2013,17.796429,17.821072,17.263571,17.354286,14.822607,876772400
1/16/2013,17.665714,18.194286,17.589287,18.074642,15.437869,690804800
1/17/2013,18.225357,18.241072,17.929644,17.952856,15.333854,453678400
1/18/2013,17.804285,17.936428,17.728571,17.857143,15.252099,472922800
1/22/2013,18.02,18.138571,17.736786,18.0275,15.39761,461546400
1/23/2013,18.171785,18.3925,18.0275,18.3575,15.679463,861509600
1/24/2013,16.428572,16.633215,16.080357,16.089287,13.742143,1460852400
1/25/2013,16.131786,16.293928,15.535714,15.71,13.41819,1208026400
1/28/2013,15.636786,16.186071,15.566429,16.065357,13.721704,785517600
1/29/2013,16.375,16.435715,16.147142,16.366785,13.97916,571158000
1/30/2013,16.321428,16.521429,16.232143,16.315357,13.935235,417155200
1/31/2013,16.320715,16.402857,16.249287,16.2675,13.89436,319334400
2/1/2013,16.396786,16.41,16.012501,16.200714,13.83732,539484400
2/4/2013,16.211071,16.283571,15.785714,15.797143,13.492622,477117200
2/5/2013,15.858929,16.419287,15.793571,16.351429,13.966044,573347600
2/6/2013,16.3025,16.660713,16.16357,16.333929,13.951097,593706400
2/7/2013,16.544643,16.785713,16.218571,16.722143,14.36592,704580800
2/8/2013,16.928572,17.100357,16.723213,16.963572,14.573327,633158400
2/11/2013,17.017857,17.319286,16.901787,17.140356,14.725208,517490400
2/12/2013,17.125357,17.227858,16.705,16.710714,14.356099,609053200
2/13/2013,16.686071,16.915714,16.543571,16.678928,14.328794,475207600
2/14/2013,16.59,16.844286,16.572144,16.663929,14.315913,355275200
2/15/2013,16.744642,16.79143,16.425714,16.434286,14.118622,391745200
2/19/2013,16.467857,16.526072,16.208929,16.428213,14.113406,435783600
2/20/2013,16.346071,16.346071,16.02857,16.030357,13.771606,476302400
2/21/2013,15.928571,16.041786,15.815,15.930714,13.686006,447182400
2/22/2013,16.044643,16.128571,15.95,16.100357,13.831745,330654800
2/25/2013,16.208929,16.254286,15.806071,15.814286,13.585983,372579200
2/26/2013,15.850714,16.126429,15.630714,16.034643,13.775286,501499600
2/27/2013,16.015356,16.158571,15.7375,15.8775,13.640292,587350400
2/28/2013,15.858929,15.995357,15.764286,15.764286,13.543029,322515200
3/1/2013,15.642857,15.649286,15.356429,15.373929,13.207671,552448400
3/4/2013,15.278571,15.292857,14.964286,15.001786,12.88797,582755600
3/5/2013,15.052857,15.5425,15.026786,15.397857,13.22823,638433600
3/6/2013,15.518214,15.544643,15.158214,15.202143,13.060095,460250000
3/7/2013,15.160714,15.428929,15.037857,15.377857,13.211048,468473600
3/8/2013,15.35,15.551071,15.3075,15.418571,13.246025,391482000
3/11/2013,15.348214,15.678929,15.183571,15.638214,13.434722,474236000
3/12/2013,15.557143,15.674286,15.270357,15.301071,13.145082,465911600
3/13/2013,15.301786,15.517857,15.191429,15.298214,13.14263,405549200
3/14/2013,15.458214,15.522857,15.373214,15.446429,13.269959,303875600
3/15/2013,15.640357,15.865357,15.616071,15.845,13.61237,643960800
3/18/2013,15.766071,16.337856,15.757143,16.275715,13.982394,606197200
3/19/2013,16.410713,16.463215,16.017857,16.231787,13.944657,526775200
3/20/2013,16.33643,16.343929,16.056786,16.145714,13.87071,308660800
3/21/2013,16.079287,16.356428,16.075001,16.168928,13.890655,383255600
3/22/2013,16.235001,16.503571,16.182501,16.496786,14.172315,395105200
3/25/2013,16.596071,16.78393,16.492144,16.556429,14.223554,501135600
3/26/2013,16.622856,16.637142,16.4475,16.469286,14.14869,294294000
3/27/2013,16.302143,16.314285,16.0975,16.145714,13.87071,331237200
3/28/2013,16.065001,16.136429,15.772143,15.809286,13.581686,442839600
4/1/2013,15.782143,15.846429,15.276429,15.318214,13.159811,389732000
4/2/2013,15.271429,15.647857,15.228571,15.349643,13.186811,529519200
4/3/2013,15.406071,15.617143,15.368214,15.428214,13.254311,363216000
4/4/2013,15.491429,15.535714,15.1875,15.275714,13.1233,358447600
4/5/2013,15.160714,15.176786,14.988571,15.114286,12.984619,383695200
4/8/2013,15.173214,15.267857,15.088929,15.221786,13.076968,300829200
4/9/2013,15.227143,15.303571,15.098214,15.249286,13.100594,306614000
4/10/2013,15.289286,15.609286,15.214643,15.560357,13.367836,375928000
4/11/2013,15.49,15.6425,15.4,15.511786,13.326108,328364400
4/12/2013,15.505357,15.505357,15.324643,15.35,13.187121,238613200
4/15/2013,15.25,15.281786,14.983929,14.994643,12.881832,317520000
4/16/2013,15.056071,15.236071,15.020357,15.222857,13.07789,305771200
4/17/2013,15.009643,15.021429,14.218214,14.385714,12.358704,945056000
4/18/2013,14.463929,14.4925,13.919286,14.001786,12.028874,666299200
4/19/2013,13.856071,14.271429,13.753571,13.9475,11.982236,609274400
4/22/2013,14.022857,14.364286,13.973929,14.238214,12.231985,429920400
4/23/2013,14.428214,14.585,14.243214,14.504643,12.460876,664238400
4/24/2013,14.055,14.830357,14.017857,14.480714,12.440318,969651200
4/25/2013,14.686786,14.783571,14.535714,14.585,12.529912,384837600
4/26/2013,14.636071,14.956071,14.580357,14.9,12.800524,764097600
4/29/2013,15.016071,15.486429,15,15.361429,13.196937,640326400
4/30/2013,15.539286,15.901786,15.431071,15.813571,13.585365,691538400
5/1/2013,15.873571,15.890357,15.513929,15.688929,13.478292,506909200
5/2/2013,15.777857,16.02107,15.736786,15.911429,13.669439,421828400
5/3/2013,16.118214,16.186787,16.041071,16.070715,13.806282,361300800
5/6/2013,16.275356,16.507143,16.225357,16.45393,14.135497,496641600
5/7/2013,16.606071,16.633928,16.203571,16.380714,14.0726,483753200
5/8/2013,16.394285,16.620358,16.278929,16.565714,14.231533,472598000
5/9/2013,16.421785,16.535713,16.270714,16.313213,14.107372,398487600
5/10/2013,16.356071,16.418215,16.088572,16.1775,13.99001,334852000
5/13/2013,16.125357,16.353571,16.125,16.240713,14.044676,316948800
5/14/2013,16.208929,16.257143,15.791071,15.852143,13.708649,447118000
5/15/2013,15.684286,15.75,15.084286,15.316071,13.245064,741613600
5/16/2013,15.115714,15.6375,14.960714,15.520714,13.422032,603204000
5/17/2013,15.680357,15.7175,15.393214,15.473571,13.381264,427904400
5/20/2013,15.425357,15.921429,15.360714,15.818929,13.679922,451578400
5/21/2013,15.648214,15.91,15.507143,15.702143,13.57893,456022000
5/22/2013,15.858929,16.012501,15.650714,15.7625,13.631127,443038400
5/23/2013,15.569643,15.934286,15.563929,15.790714,13.655524,353021200
5/24/2013,15.744643,15.916429,15.727143,15.898214,13.74849,276166800
5/28/2013,16.067858,16.111071,15.744643,15.765714,13.633906,386145200
5/29/2013,15.714286,15.982143,15.692857,15.891071,13.742312,330576400
5/30/2013,15.916071,16.232143,15.875357,16.127857,13.947081,353519600
5/31/2013,16.160713,16.325001,16.053572,16.061787,13.889945,384302800
6/3/2013,16.0975,16.155714,15.802857,16.097143,13.920521,372352400
6/4/2013,16.186428,16.229643,15.978214,16.046785,13.876969,292728800
6/5/2013,15.916071,16.097143,15.846786,15.896786,13.747255,290589600
6/6/2013,15.909643,15.964286,15.501786,15.659286,13.541867,416934000
6/7/2013,15.589286,15.83,15.456071,15.778929,13.645333,404535600
6/10/2013,15.883214,16.03857,15.6,15.674643,13.555148,450153200
6/11/2013,15.562143,15.812857,15.475714,15.628571,13.515303,286112400
6/12/2013,15.696429,15.758929,15.410714,15.435357,13.348217,265227200
6/13/2013,15.446429,15.612143,15.3125,15.57,13.464656,285832400
6/14/2013,15.55,15.581786,15.303571,15.358929,13.282127,271866000
6/17/2013,15.408571,15.560714,15.37,15.428571,13.342353,259414400
6/18/2013,15.412857,15.532143,15.364643,15.420357,13.335247,195025600
6/19/2013,15.407143,15.416429,15.107143,15.107143,13.064386,310940000
6/20/2013,14.975,15.213571,14.8275,14.887143,12.874135,357310800
6/21/2013,14.946071,15,14.575,14.767857,12.770979,481118400
6/24/2013,14.55,14.595,14.216071,14.376429,12.43248,480746000
6/25/2013,14.489286,14.563929,14.243929,14.379643,12.435257,314162800
6/26/2013,14.425,14.456786,14.130714,14.216786,12.29442,367724000
6/27/2013,14.258929,14.335357,14.055,14.063571,12.161924,337246000
6/28/2013,13.977143,14.295357,13.888214,14.161786,12.246858,578516400
7/1/2013,14.381786,14.723929,14.329286,14.615,12.638787,391053600
7/2/2013,14.641429,15.058214,14.623929,14.946071,12.925094,469865200
7/3/2013,15.030714,15.106429,14.908929,15.028571,12.996437,240928800
7/5/2013,15.013929,15.1175,14.833929,14.907857,12.892049,274024800
7/8/2013,15.003929,15.035714,14.666071,14.823214,12.818848,298138400
7/9/2013,14.771429,15.125,14.656429,15.083929,13.04431,352584400
7/10/2013,14.985714,15.171429,14.9375,15.026071,12.994276,281405600
7/11/2013,15.105357,15.294643,15.041786,15.260357,13.196882,326292400
7/12/2013,15.273214,15.349643,15.121786,15.2325,13.172791,279563200
7/15/2013,15.178929,15.409286,15.171429,15.265714,13.201515,241917200
7/16/2013,15.232857,15.3825,15.148929,15.364286,13.286757,216538000
7/17/2013,15.346429,15.436429,15.293571,15.368214,13.290156,198990400
7/18/2013,15.477857,15.531071,15.378929,15.42,13.334936,218878800
7/19/2013,15.467857,15.499286,15.155357,15.176786,13.124614,268721600
7/22/2013,15.337857,15.348214,15.195357,15.225357,13.166614,207796400
7/23/2013,15.214286,15.248571,14.953929,14.963929,12.940535,369395600
7/24/2013,15.676071,15.878214,15.545,15.7325,13.605186,591936800
7/25/2013,15.739286,15.764286,15.564643,15.660714,13.543102,229493600
7/26/2013,15.546429,15.751429,15.512143,15.749643,13.620008,200152400
7/29/2013,15.742857,16.071072,15.721429,15.9925,13.830028,248057600
7/30/2013,16.07,16.326786,16.043928,16.190001,14.000821,309422400
7/31/2013,16.249643,16.33357,16.051071,16.161785,13.976421,322957600
8/1/2013,16.276787,16.314285,16.187857,16.309999,14.104589,206250800
8/2/2013,16.3575,16.530357,16.309286,16.519285,14.285579,274783600
8/5/2013,16.596071,16.809643,16.505358,16.766071,14.498998,318855600
8/6/2013,16.715,16.853214,16.506071,16.616072,14.369281,334857600
8/7/2013,16.564285,16.678572,16.491785,16.606428,14.360941,298858000
8/8/2013,16.566429,16.575001,16.355356,16.464643,14.332337,255777200
8/9/2013,16.379999,16.445,16.201786,16.230356,14.128393,266865200
8/12/2013,16.316429,16.737499,16.308214,16.691429,14.529757,364434000
8/13/2013,16.819286,17.66643,16.71607,17.484644,15.220243,881941200
8/14/2013,17.781429,18.008928,17.621429,17.803572,15.497869,756372400
8/15/2013,17.729286,17.942858,17.467142,17.782499,15.479522,490294000
8/16/2013,17.862499,17.962143,17.816429,17.940357,15.616937,362306000
8/19/2013,18.012142,18.347857,18,18.133572,15.78513,510518400
8/20/2013,18.20393,18.234644,17.886429,17.895357,15.577761,358688400
8/21/2013,17.985357,18.112499,17.9,17.941429,15.617867,335879600
8/22/2013,18.035,18.056786,17.792856,17.962856,15.636522,244207600
8/23/2013,17.973928,17.976786,17.833929,17.893572,15.576211,222731600
8/26/2013,17.883928,18.22143,17.875,17.963215,15.63683,330965600
8/27/2013,17.785713,17.946787,17.367857,17.449642,15.189771,424188800
8/28/2013,17.357143,17.707144,17.357143,17.532143,15.261586,307608000
8/29/2013,17.558929,17.732143,17.540358,17.560715,15.286465,239657600
8/30/2013,17.571428,17.605356,17.375,17.400715,15.14718,272297200
9/3/2013,17.610714,17.878571,17.405357,17.449286,15.189461,331928800
9/4/2013,17.841429,17.937143,17.724285,17.810356,15.503776,345032800
9/5/2013,17.866072,17.88143,17.629999,17.688213,15.397446,236367600
9/6/2013,17.80143,17.834999,17.498215,17.793571,15.489159,359525600
9/9/2013,18.035713,18.139999,17.981428,18.077499,15.73632,340687200
9/10/2013,18.078571,18.123215,17.482143,17.665714,15.377865,743195600
9/11/2013,16.678928,16.9175,16.600357,16.70393,14.540636,898696400
9/12/2013,16.732143,16.978571,16.643213,16.881786,14.695456,404051200
9/13/2013,16.762142,16.85107,16.59643,16.603571,14.453271,298835600
9/16/2013,16.464287,16.486071,15.972143,16.075714,13.993779,543706800
9/17/2013,15.998571,16.418215,15.982143,16.261429,14.155443,399380800
9/18/2013,16.542143,16.655357,16.452143,16.595715,14.446434,456862000
9/19/2013,16.810715,16.993929,16.758928,16.867857,14.683335,404541200
9/20/2013,17.071428,17.09107,16.642857,16.693214,14.531308,699302800
9/23/2013,17.717857,17.746786,17.235714,17.522858,15.25351,762106800
9/24/2013,17.674286,17.695356,17.422144,17.467857,15.205633,364344400
9/25/2013,17.47143,17.487143,17.19393,17.1975,14.970285,316957200
9/26/2013,17.357143,17.44857,17.282143,17.365,15.116091,237221600
9/27/2013,17.277857,17.309643,17.168571,17.241072,15.008215,228040400
9/30/2013,17.044643,17.202143,16.943214,17.026787,14.821679,260156400
10/1/2013,17.0875,17.469286,17.084999,17.427143,15.170185,353883600
10/2/2013,17.343929,17.564285,17.276787,17.484285,15.219932,289184000
10/3/2013,17.518213,17.583929,17.169287,17.264643,15.028731,322753200
10/4/2013,17.280714,17.307142,17.092857,17.251072,15.016917,258868400
10/7/2013,17.377144,17.594643,17.333929,17.419643,15.16366,312292400
10/8/2013,17.497856,17.522858,17.162144,17.17643,14.951944,290917200
10/9/2013,17.308571,17.42107,17.081429,17.378214,15.127593,301725200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.222416,278602800
10/11/2013,17.3925,17.637142,17.327143,17.600357,15.320969,267738800
10/14/2013,17.493929,17.770714,17.476786,17.715714,15.421388,261898000
10/15/2013,17.768213,17.928572,17.697144,17.809999,15.503455,320073600
10/16/2013,17.885357,17.9475,17.829643,17.896786,15.579011,251101200
10/17/2013,17.856428,18.027857,17.845715,18.017857,15.684402,253593200
10/18/2013,18.071072,18.187857,18.061071,18.174643,15.82088,290542000
10/21/2013,18.2775,18.725,18.268572,18.620001,16.208563,398106800
10/22/2013,18.800358,18.873215,18.143929,18.566786,16.162245,534063600
10/23/2013,18.535713,18.77393,18.535713,18.748571,16.320477,313723200
10/24/2013,18.75,19.016787,18.65893,18.996786,16.536549,384764800
10/25/2013,18.975714,19.043928,18.753929,18.784286,16.351566,337792000
10/28/2013,18.894285,18.964287,18.686071,18.924286,16.473433,550440800
10/29/2013,19.1525,19.258928,18.376429,18.452856,16.063063,635807200
10/30/2013,18.557501,18.84,18.465,18.746429,16.318615,354163600
10/31/2013,18.75,18.838928,18.616785,18.667856,16.250217,275696400
11/1/2013,18.715,18.742857,18.422857,18.5725,16.167208,274890000
11/4/2013,18.610714,18.815001,18.528929,18.8125,16.376129,244627600
11/5/2013,18.735001,18.888929,18.678572,18.766071,16.335711,265213200
11/6/2013,18.719643,18.745001,18.507143,18.604286,16.289431,223375600
11/7/2013,18.556429,18.685356,18.299286,18.303213,16.025824,262620400
11/8/2013,18.377857,18.611786,18.306786,18.591429,16.278179,279316800
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.230959,227452400
11/12/2013,18.488214,18.71143,18.464287,18.571787,16.260971,204276800
11/13/2013,18.5,18.651787,18.462856,18.593929,16.280367,197220800
11/14/2013,18.671785,18.902857,18.638214,18.862858,16.515839,282419200
11/15/2013,18.806429,18.89607,18.731787,18.749643,16.416706,317920400
11/18/2013,18.749643,18.828215,18.507143,18.522499,16.217827,244944000
11/19/2013,18.536785,18.692142,18.498928,18.555357,16.246592,208938800
11/20/2013,18.543928,18.58643,18.368929,18.392857,16.104315,193916800
11/21/2013,18.485714,18.614643,18.345358,18.612143,16.296312,262026800
11/22/2013,18.554285,18.648571,18.518929,18.564285,16.254406,223725600
11/25/2013,18.607857,18.781071,18.607143,18.705,16.377619,229311600
11/26/2013,18.718571,19.147858,18.714287,19.049999,16.679693,401382800
11/27/2013,19.153929,19.5,19.049999,19.498571,17.072451,363448400
11/29/2013,19.624287,19.940357,19.564644,19.859644,17.388596,318127600
12/2/2013,19.928572,20.154642,19.672144,19.686787,17.23724,472544800
12/3/2013,19.939285,20.227858,19.917143,20.225714,17.70912,450968000
12/4/2013,20.196428,20.328215,20.029285,20.178572,17.667841,377809600
12/5/2013,20.451786,20.540714,20.22893,20.282143,17.758524,447580000
12/6/2013,20.206785,20.241072,19.984644,20.000713,17.512115,344352400
12/9/2013,20.032143,20.342142,20.032143,20.229643,17.712551,320493600
12/10/2013,20.127857,20.281429,20.042856,20.198214,17.685036,278269600
12/11/2013,20.25,20.391787,19.98893,20.048571,17.554014,359718800
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.528376,262290000
12/13/2013,20.101786,20.102858,19.77393,19.801071,17.337305,332822000
12/16/2013,19.822144,20.094286,19.821787,19.910713,17.433308,282592800
12/17/2013,19.850357,19.98,19.763571,19.821072,17.354822,229902400
12/18/2013,19.632143,19.694643,19.242857,19.670357,17.222857,565863200
12/19/2013,19.625,19.642857,19.418928,19.445,17.025545,320308800
12/20/2013,19.479643,19.700357,19.457857,19.607857,17.168144,436413600
12/23/2013,20.285713,20.382856,20.098572,20.360357,17.827007,501306400
12/24/2013,20.353214,20.424286,20.215357,20.27393,17.751329,167554800
12/26/2013,20.289286,20.339287,20.120714,20.139286,17.63344,204008000
12/27/2013,20.136429,20.157499,19.982143,20.003214,17.514299,225884400
12/30/2013,19.909286,20.003214,19.725714,19.804285,17.340132,253629600
12/31/2013,19.791786,20.045713,19.785713,20.036428,17.543377,223084400
1/2/2014,19.845715,19.893929,19.715,19.754642,17.296654,234684800
1/3/2014,19.745001,19.775,19.301071,19.320715,16.916721,392467600
1/6/2014,19.194643,19.52857,19.057142,19.426071,17.008968,412610800
1/7/2014,19.440001,19.498571,19.21143,19.287144,16.887323,317209200
1/8/2014,19.243214,19.484285,19.23893,19.409286,16.994278,258529600
1/9/2014,19.52857,19.530714,19.119642,19.161428,16.777252,279148800
1/10/2014,19.279642,19.314285,18.968214,19.033571,16.665308,304976000
1/13/2014,18.925358,19.375,18.924286,19.133215,16.752548,378492800
1/14/2014,19.222143,19.526072,19.202143,19.513929,17.085896,332561600
1/15/2014,19.768572,20.007143,19.702143,19.905714,17.42893,391638800
1/16/2014,19.817858,19.887501,19.702856,19.794643,17.331682,229278000
1/17/2014,19.695715,19.716785,19.282143,19.309643,16.907024,426739600
1/21/2014,19.321072,19.645357,19.300714,19.609644,17.169701,328526800
1/22/2014,19.675358,19.903214,19.564644,19.696787,17.246002,379985200
1/23/2014,19.640715,19.875,19.4575,19.863571,17.392035,403239200
1/24/2014,19.785713,19.843571,19.455357,19.502501,17.075888,429354800
1/27/2014,19.645357,19.814285,19.491072,19.660713,17.214411,554878800
1/28/2014,18.17,18.392857,17.93107,18.089287,15.838511,1065523200
1/29/2014,17.998215,18.120358,17.807858,17.883928,15.658712,502810000
1/30/2014,17.947857,18.089287,17.739286,17.849285,15.628377,678501600
1/31/2014,17.684999,17.911785,17.626785,17.878571,15.654016,464797200
2/3/2014,17.950357,18.133215,17.832144,17.911785,15.683101,401464000
2/4/2014,18.066071,18.195,17.955713,18.17107,15.910121,376681200
2/5/2014,18.091429,18.402857,18.080357,18.306786,16.028955,328344800
2/6/2014,18.216429,18.339287,18.13607,18.303928,16.122375,257765200
2/7/2014,18.620714,18.676071,18.477858,18.559999,16.347935,370280400
2/10/2014,18.523571,18.999643,18.5,18.8925,16.640804,345559200
